time_s,BUS2 A_v_pu,BUS1 A_v_pu,BUS2 B_v_pu,BUS1 B_v_pu,BUS2 C_v_pu,BUS1 C_v_pu,BUSC A_v_pu,BUSC B_v_pu,BUSC C_v_pu,BUS0 A_v_pu,BUS0 B_v_pu,BUS0 C_v_pu,GEN1 A_v_pu,GEN1 B_v_pu,GEN1 C_v_pu,WNDG1_saturated_transformer_internal_top_v_pu,WNDG2_saturated_transformer_internal_top_v_pu,WNDG3_saturated_transformer_internal_top_v_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase1_history_i_pu_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase2_history_i_pu_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase3_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase1_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase2_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase3_history_i_pu_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,branch_voltage_branch_fixed_1_pu,branch_voltage_branch_fixed_2_pu,branch_voltage_branch_fixed_3_pu,synchronous_machine_1_d_axis_current_pu,synchronous_machine_1_q_axis_current_pu,synchronous_machine_1_zero_sequence_current_pu,synchronous_machine_1_field_current_pu,synchronous_machine_1_d_axis_damper_current_pu,synchronous_machine_1_generator_field_current_pu,synchronous_machine_1_q_axis_damper_current_pu,synchronous_machine_1_phase_a_current_pu,synchronous_machine_1_phase_b_current_pu,synchronous_machine_1_phase_c_current_pu,synchronous_machine_1_electromagnetic_torque_pu,synchronous_machine_1_mechanical_angle_2_pu,synchronous_machine_1_mechanical_speed_2_pu,synchronous_machine_1_shaft_torque_1_pu,synchronous_machine_1_shaft_torque_2_pu,synchronous_machine_1_shaft_torque_3_pu
0.1234,-1757791.5911,64284.7299226,390505.525748,-79121.8112868,1366780.56075,17454.4675005,64822.2756243,-79494.1919311,16639.924208,8.46968356716e-10,3.44828446085e-10,-1.44478406941e-09,-121566.343164,84942.6123412,36623.730823,-85294.8242933,75663.751756,9611.88989531,-80.3892371286,-273.794818237,494.862816613,-48.0881888743,-252.68069769,411.746048346,-121566.343164,84942.6123412,36623.730823,-1757791.5911,390505.525748,1366780.56075,537.545701708,-372.380644337,-814.543292487,-51068.2293339,24718.7186581,-4.38250505945e-11,6671.2964492,369.211816825,-455.916683024,-2065.51214862,33469.436131,11002.21009,-44471.646221,1.33044458406,52.4706043062,-2.52158389209,0.0441006182806,0.820476547466,-0.229782677726
0.1236,328905.96559,63572.7304038,1434713.84981,-74469.4866139,-1764223.46422,12844.4870162,64115.6769545,-74834.1479024,12014.3739596,2.32365224986e-10,1.11712820127e-09,-1.60145088994e-09,79988.0433563,44457.1456605,-124445.189017,74755.8378758,14677.0688431,-89455.8294823,-187.606192688,-883.868844504,1211.58143742,-147.040699035,-816.218115491,1073.70866216,79988.0433563,44457.1456605,-124445.189017,328905.96559,1434713.84981,-1764223.46422,542.94655073,-364.66128858,-830.113056599,-51833.045862,-5300.27625188,-5.91533396149e-11,6713.85541618,406.502386464,21.5706885371,596.124857972,40819.0875549,-10030.2203781,-30788.8671769,-0.17194063461,52.4415024559,-2.55764717136,0.0441258121135,0.787091655216,-0.238066855236
0.1238,1195312.95934,66820.6779895,-1690552.24931,-71732.7001602,494538.516914,6193.55132097,67368.650177,-72085.8271205,5344.44037675,7.76152877201e-10,1.06701328754e-09,-2.09394743933e-09,25963.465482,-109672.256195,83708.7907132,3694.10756568,-77402.4811296,73681.7494998,-643.910582807,-221.851197298,1005.21844353,-568.401701889,-204.739253884,882.995796311,25963.465482,-109672.256195,83708.7907132,1195312.95934,-1690552.24931,494538.516914,547.972187518,-353.126960363,-849.110944212,-28215.1912869,14052.9300379,1.26566432347e-10,5409.00775969,-762.3770095,-287.153604012,-1118.56118616,15500.2526699,10043.0621477,-25543.3148176,0.755196443559,52.4120369795,-2.58504861814,0.0439997457374,0.752447389301,-0.245831010206
0.124,-1903978.18456,67271.2333324,716236.484292,-70494.3911482,1186944.87526,3842.32118361,67825.3327303,-70838.0044697,2975.1445984,4.41148946939e-10,7.34518165856e-10,-1.42512750122e-09,-120442.477139,103015.777043,17426.7000958,-81266.7892263,87514.0440174,-6277.53934211,159.373673527,-539.345245164,518.702031746,173.682880688,-498.038619088,433.548691689,-120442.477139,103015.777043,17426.7000958,-1903978.18456,716236.484292,1186944.87526,554.099397923,-343.613321464,-867.176585205,-58933.3378197,22335.0241614,-8.57034064831e-11,7102.15666182,761.734562846,-421.228612255,-1849.69978193,32006.8749164,18891.6305887,-50898.5055051,1.22697261591,52.3821549846,-2.63034336642,0.0437287248969,0.716432007023,-0.253070694704
0.1242,642355.825489,65795.5137969,1203909.80699,-64672.6670045,-1847157.38587,-1161.8360099,66351.0714775,-65004.301142,-2044.86024629,-1.07564858719e-10,1.53376141443e-09,-1.67419312679e-09,95112.8249911,23254.2224657,-118367.047457,83661.2410484,-1680.5110338,-82014.6322838,-75.4789492275,-1049.9378771,1263.34556633,-43.180166531,-969.641452233,1121.2866527,95112.8249911,23254.2224657,-118367.047457,642355.825489,1203909.80699,-1847157.38587,555.557680635,-331.634137508,-883.024236387,-47526.1648408,-6040.18551798,-4.47391364311e-11,6473.68687131,195.145871509,30.2763114755,665.975979813,34593.0464073,-1481.94296951,-33111.1034378,-0.215105002329,52.3518344344,-2.66159095932,0.0433156342105,0.67900608638,-0.25978252829
0.1244,940132.308489,68250.1277428,-1787082.62835,-61496.9804683,845964.811924,-7445.70362887,68807.240354,-61813.413132,-8347.8783895,4.59632431447e-10,1.34458681395e-09,-2.05061090904e-09,2367.86896921,-103721.684574,101353.815605,-14852.2567205,-69283.1757508,84097.9571688,-428.38662826,-343.365151967,908.804272659,-369.04994165,-316.970828792,793.692735518,2367.86896921,-103721.684574,101353.815605,940132.308489,-1787082.62835,845964.811924,557.112611211,-316.432663645,-902.174760627,-33104.1199707,21767.1407435,1.20413271366e-10,5676.16255505,-517.910331269,-413.637346491,-1797.31978259,9626.57286517,21932.5993958,-31559.172261,1.15155150234,52.3211674245,-2.6908119773,0.0427527216126,0.640395655064,-0.265964201245
0.1246,-1988866.19228,67220.133689,1029184.5906,-59160.7508612,958603.562254,-9400.55388458,67779.3310752,-59464.3467857,-10320.0267763,-7.0600935878e-12,1.08610366291e-09,-1.32369115006e-09,-115018.928053,118150.636675,-3131.70862209,-74222.197616,96727.400634,-22546.2047931,407.963532427,-782.139064294,510.278277364,403.552139907,-722.252030716,425.514553844,-115018.928053,118150.636675,-3131.70862209,-1988866.19228,1029184.5906,958603.562254,559.197386206,-303.595924557,-919.472891742,-65231.1809917,17192.4478944,-6.80878701245e-11,7448.22834741,1074.74261185,-342.950794977,-1388.87498925,28848.5579858,26210.2401465,-55058.7981323,0.983179543087,52.2900790693,-2.73512959416,0.0420502125202,0.600440221539,-0.271614464948
0.1248,949892.963954,64985.3119183,921264.059182,-52401.9538017,-1872326.32285,-14567.8299084,65541.7064236,-52689.8575205,-15502.5498215,-4.655417876e-10,1.88524586118e-09,-1.66247038255e-09,107836.482634,208.96470576,-108045.44734,90219.6107097,-18812.9967958,-71451.0937655,46.5796415794,-1171.39209878,1259.89302235,69.7933905508,-1081.73137341,1117.83206,107836.482634,208.96470576,-108045.44734,949892.963954,921264.059182,-1872326.32285,556.394505273,-287.903718754,-934.719913042,-43088.729949,-4699.99157137,1.37026273602e-11,6227.79095273,-24.29082155,5.4919278566,551.945615815,26418.3132908,7184.93139121,-33603.244682,-0.154447780284,52.2585897908,-2.7607862914,0.0412083192632,0.559201065984,-0.276733135504
0.125,643501.46345,66521.2684505,-1828211.80668,-48961.2194007,1183451.10148,-20182.1517136,67075.4728647,-49230.9442803,-21135.1977536,1.09092963944e-10,1.55698629662e-09,-1.90682916566e-09,-22222.738973,-94098.8747629,116321.613736,-33639.5029521,-58555.2183875,92146.813601,-187.480955212,-442.094909669,763.562919169,-146.320273983,-408.035101546,659.266564397,-22222.738973,-94098.8747629,116321.613736,643501.46345,-1828211.80668,1183451.10148,554.204414165,-269.724879625,-953.046040011,-40721.7124427,27322.2874457,6.91043376459e-11,6095.5757967,-140.064831104,-506.03920964,-2284.29158813,2732.74721465,33228.1591582,-35960.9063728,1.44511797741,52.2267771715,-2.79156322534,0.0402227004402,0.516872754994,-0.281321085884
0.1252,-2006661.07739,63981.6740501,1318744.60641,-45646.6295243,686568.651397,-21588.7581183,64533.6295823,-45900.825192,-22557.4001745,-4.76529581762e-10,1.38373659013e-09,-1.14580750282e-09,-105249.408087,129722.472501,-24473.0644143,-64229.464097,102876.558134,-38698.3777217,653.271913173,-991.943313111,471.494751834,630.317863205,-915.872545256,389.42169315,-105249.408087,129722.472501,-24473.0644143,-2006661.07739,1318744.60641,686568.651397,551.955532147,-254.195667613,-968.642056253,-69027.9246909,10129.1491827,-1.03670168717e-10,7658.09404372,1261.83618389,-234.121813587,-757.744382934,24198.072175,32561.5393948,-56759.6115698,0.639112352581,52.1945571098,-2.83189837969,0.0391060795667,0.473275582243,-0.285380230569
0.1254,1240194.16232,61038.0446263,594850.479438,-38227.5250042,-1836479.6302,-26689.4801105,61582.8292667,-38463.0320091,-27671.9325784,-8.22643486416e-10,2.15528285492e-09,-1.56895963759e-09,117604.243278,-23919.5080578,-93684.7352204,94101.6299124,-36135.3323542,-58020.9035402,171.09040111,-1241.57272585,1202.07295679,184.955312887,-1146.3427491,1064.15002345,117604.243278,-23919.5080578,-93684.7352204,1240194.16232,594850.479438,-1836479.6302,544.784640429,-235.507004938,-982.452467899,-39446.1989134,-1332.81215727,5.5686433878e-11,6027.30932597,-206.027531266,-51.6680656096,258.38266997,16661.8175448,15557.9458581,-32219.7634029,0.00886559661607,52.1619922961,-2.85173381954,0.0378560283804,0.428570967358,-0.288913522857
0.1256,313971.760411,61574.9253465,-1810188.78946,-34713.9560829,1494696.3244,-31358.4746852,62113.6945692,-34929.1413489,-32357.5017395,-2.57692448344e-10,1.69310657386e-09,-1.6693256116e-09,-46995.8702205,-80979.2657597,127975.13598,-52023.2537042,-45481.9133983,97447.2941358,67.8873494523,-513.186738624,575.589492165,89.686329068,-473.455779605,485.36844093,-46995.8702205,-80979.2657597,127975.13598,313971.760411,-1810188.78946,1494696.3244,538.769222648,-215.185266016,-999.027054335,-50114.3131657,29764.5600952,5.7400404968e-11,6614.73176506,323.782335821,-548.824362405,-2495.39510278,-4806.59123109,43407.6761305,-38601.0848994,1.58659647152,52.1291338462,-2.88314755932,0.0364727280948,0.382894153209,-0.29192493599
0.1258,-1953997.71888,57566.1152884,1574938.64014,-30579.2749011,377454.153005,-32095.8571731,58098.2227652,-30776.9962825,-33107.9289499,-9.44926281969e-10,1.61443008796e-09,-9.00880271667e-10,-91254.5339913,137227.942223,-45973.4082314,-51472.3434908,105641.610224,-54230.3497524,883.093559941,-1160.14790997,405.977356213,842.692518637,-1070.9558782,328.640682094,-91254.5339913,137227.942223,-45973.4082314,-1953997.71888,1574938.64014,377454.153005,532.10747674,-197.721381397,-1012.0717768,-69789.5771237,2284.8354655,-1.22936904311e-10,7702.2285022,1296.6169232,-112.58750921,-57.7370773462,18325.3331924,37592.4336245,-55917.7668168,0.25046735093,52.0959036929,-2.91660830485,0.0349697060689,0.336081424628,-0.294419443271
0.126,1502047.28047,54007.8337265,234297.098521,-22809.0453946,-1738031.98943,-36911.957791,54528.5143886,-22985.9328944,-37935.6522552,-1.15978382887e-09,2.33134373043e-09,-1.40027749101e-09,123926.519117,-48313.4206944,-75613.0984227,95044.1347615,-53035.8324228,-42072.5369056,290.497115142,-1256.09899095,1093.09249111,295.313638813,-1159.43955915,963.224633964,123926.519117,-48313.4206944,-75613.0984227,1502047.28047,234297.098521,-1738031.98943,520.680662117,-176.887499796,-1023.69446417,-37448.2419633,3612.62608113,5.55422071096e-11,5919.07494388,-307.901575496,-133.778823131,-175.31237569,5770.43319376,23244.0298951,-29014.4630889,0.253859488309,52.0623999955,-2.93089000287,0.0333425627375,0.28837839102,-0.296403007838
0.1262,-38346.0569453,53513.1108234,-1730933.28967,-19423.188926,1767510.62796,-40399.5668554,54024.0689195,-19578.5510828,-41437.2514967,-6.22259558406e-10,1.74560714852e-09,-1.3492848886e-09,-71086.8504652,-64660.2038593,135747.054324,-69334.569372,-30416.3236429,99683.5669341,326.155976454,-553.404382711,353.24264155,328.278869903,-510.25540154,279.740852379,-71086.8504652,-64660.2038593,135747.054324,-38346.0569453,-1730933.28967,1767510.62796,510.958096111,-155.362156769,-1037.68464134,-60004.3765049,28560.8038124,3.49593251593e-11,7163.07861983,810.381934548,-533.15910944,-2383.83267206,-12576.6016285,51999.2860988,-39422.6844703,1.54700654553,52.0286397643,-2.9613819062,0.0315966030439,0.239843052737,-0.297882553712
0.1264,-1830165.7049,48144.0451823,1788606.80044,-14656.8078512,39710.6928991,-40385.3689178,48644.0657766,-14793.6181869,-41432.8258269,-1.38978510711e-09,1.76866135791e-09,-6.01914342284e-10,-73332.1234772,140300.573084,-66968.4496072,-36255.9171674,104822.420851,-68636.859764,1085.72544175,-1280.10948465,318.819244202,1029.85680125,-1181.3790206,247.897546552,-73332.1234772,140300.573084,-66968.4496072,-1830165.7049,1788606.80044,39710.6928991,500.020594301,-136.810335733,-1047.45690913,-67471.1596633,-5080.3662461,-1.31065780033e-10,7577.92942692,1177.09571389,1.85500966486,599.088408556,11553.6992539,41009.5562931,-52563.255547,-0.120206069235,51.9945662706,-2.98556462276,0.0297444492456,0.190362958515,-0.298865942482
0.1266,1724901.39602,44105.1056802,-149468.701814,-6863.6840829,-1577358.74574,-44719.7461796,44589.7711234,-6978.46006669,-45776.0095813,-1.45864977257e-09,2.40521862975e-09,-1.16659138002e-09,126411.331002,-72128.0398073,-54283.2911949,92871.4414752,-68902.1041342,-24042.6604724,397.537751098,-1213.0933827,938.370509317,394.152623172,-1119.30244708,820.082765569,126411.331002,-72128.0398073,-54283.2911949,1724901.39602,-149468.701814,-1577358.74574,484.665443183,-114.775983789,-1056.26340169,-37707.4055446,9347.54702211,5.12845973198e-11,5936.71681187,-299.37092982,-228.013153743,-679.580883758,-5749.49698137,29889.9293612,-24140.4323798,0.542232000179,51.9603005848,-2.9949257517,0.0277809398163,0.140238542061,-0.299361954586
0.1268,-402255.39229,42594.8155914,-1590058.67208,-3803.59586013,1990311.86213,-46841.1459844,43066.3627529,-3896.64210406,-47908.1163006,-9.66351295744e-10,1.71132315598e-09,-9.61865060997e-10,-93616.4722019,-45544.1610137,139160.633216,-84908.4289082,-13783.3184361,98615.5214959,575.678327377,-561.330176859,106.78650663,558.69316971,-517.14053729,51.8857648018,-93616.4722019,-45544.1610137,139160.633216,-402255.39229,-1590058.67208,1990311.86213,471.547161525,-93.0462439291,-1066.97031626,-68972.3202202,23704.0237878,5.50680729795e-11,7662.06603787,1249.62149429,-458.62549476,-1949.39607704,-20144.3532282,58602.421049,-38458.0678207,1.3232405842,51.9258237256,-3.02242133959,0.0257164576131,0.0894459286959,-0.299380252032
0.127,-1637134.7907,36038.8824372,1951530.4071,1385.70288725,-316472.24499,-46037.2314381,36495.5635932,1311.40335498,-47110.1449301,-1.78959192309e-09,1.84079287972e-09,-2.64853741905e-10,-51954.4734985,138715.800715,-86761.3272166,-19003.6825238,100341.958297,-81417.3386668,1250.52916154,-1347.38731121,216.25410901,1181.97960714,-1243.05752755,152.970870898,-51954.4734985,138715.800715,-86761.3272166,-1637134.7907,1951530.4071,-316472.24499,456.681155917,-74.2995322721,-1072.91349198,-62527.7375341,-10790.3640947,-1.03302527346e-10,7309.95281561,926.210276825,90.6896121487,1108.19848918,4245.04345561,42593.9144423,-46838.957898,-0.413592604833,51.8911131102,-3.03572390168,0.0235612624574,0.0379533574298,-0.298931352442
0.1272,1899340.34016,31687.1234568,-544431.381759,8868.62350364,-1357058.25517,-49721.9479729,32125.0503294,8816.56579991,-50800.3773695,-1.70259478907e-09,2.3733734874e-09,-8.81082684603e-10,124792.673287,-94518.8395885,-30273.8336985,87513.9907945,-83143.277337,-4452.54643542,485.607260674,-1113.31628417,745.309253687,475.368265928,-1026.65237526,641.581990033,124792.673287,-94518.8395885,-30273.8336985,1899340.34016,-544431.381759,-1357058.25517,437.92687268,-52.0577037303,-1078.42939666,-40470.253139,14862.3200184,2.3013549758e-11,6093.56618525,-167.918154337,-318.062053314,-1165.24127269,-17356.3319569,35200.4825908,-17844.1506339,0.824036063539,51.8562962143,-3.04097077926,0.0213109849724,-0.0139224868662,-0.298026601383
0.1274,-765982.455522,29224.1616737,-1388951.47988,11418.4619502,2152713.7611,-50352.9388804,29646.0645675,11387.327188,-51438.2603934,-1.27281044677e-09,1.59147882813e-09,-5.25517942933e-10,-113733.353303,-24122.8925074,137856.24581,-98116.3706907,3938.57520645,94093.260622,805.285223217,-537.452345433,-152.083937139,770.611049033,-494.581655846,-187.374904436,-113733.353303,-24122.8925074,137856.24581,-765982.455522,-1388951.47988,2152713.7611,421.902893782,-31.1347622526,-1085.32151295,-75670.0245,15740.8831249,7.5654917786e-12,8036.9451769,1575.08479712,-333.689846878,-1240.86274285,-27081.126442,62904.755179,-35823.628737,0.939853318126,51.8213224485,-3.06310286949,0.0189803556174,-0.0662774961668,-0.296678129098
0.1276,-1379417.69951,21712.0270467,2056579.15035,16811.7933344,-679450.680798,-48768.5411095,22115.6765425,16798.7056775,-49855.6132112,-2.12480495069e-09,1.82928320934e-09,9.2229426459e-11,-27751.9641958,132390.55874,-104638.594544,-244.33168949,92243.7047397,-92086.5404069,1368.42721027,-1359.87524682,105.291622215,1290.67666816,-1254.06655923,50.353987346,-27751.9641958,132390.55874,-104638.594544,-1379417.69951,2056579.15035,-679450.680798,403.649495799,-13.0876569744,-1087.07210165,-55843.6508567,-13945.5830339,-9.42188201404e-11,6946.64744812,588.275033044,139.729619576,1389.66838111,-3216.74558979,42212.9996795,-38996.2540897,-0.583277301258,51.7862114045,-3.0649303437,0.0165762997612,-0.11904444398,-0.294898822348
0.1278,2017393.58076,17241.3539395,-937658.104519,23661.1031285,-1082091.91012,-51671.6140677,17623.5571969,23669.470816,-52760.6148469,-1.87746562075e-09,2.23712208572e-09,-5.59291558798e-10,118948.049661,-114660.911131,-4287.13853022,79019.2580693,-95205.2834375,16096.2960467,549.11770261,-960.21319186,522.981172406,533.801127544,-884.693353256,436.120270424,118948.049661,-114660.911131,-4287.13853022,2017393.58076,-937658.104519,-1082091.91012,382.203257323,8.36768746044,-1089.00077924,-45545.6816988,19092.6661056,5.51147778806e-11,6378.72525897,77.3708665436,-386.801342649,-1538.19459449,-28500.0084843,38953.8834418,-10453.8749575,1.04579625546,51.7510790202,-3.06682746485,0.0140968758127,-0.171932343811,-0.292702287982
0.128,-1117647.61886,13931.3567351,-1130921.93542,25540.5774825,2246147.7968,-50755.3056552,14295.2752886,25568.0870425,-51847.0448572,-1.52644952746e-09,1.39170459443e-09,-6.11358548081e-11,-130655.95743,-965.858598711,131621.816029,-108399.674832,22232.4477516,86075.0074129,1004.82591311,-484.13644888,-410.812691345,954.660142655,-444.785815778,-426.426632527,-130655.95743,-965.858598711,131621.816029,-1117647.61886,-1130921.93542,2246147.7968,363.918553549,27.5095600082,-1091.73920198,-79033.4782565,5713.26977655,-3.76808723936e-11,8228.53616713,1734.55318862,-174.79601368,-350.784324876,-32983.5469679,64694.784702,-31711.2377342,0.44662028563,51.715853223,-3.08123396608,0.0115598177854,-0.225085970083,-0.290102806349
0.1282,-1063800.13698,5741.22015757,2097910.07331,30919.2432991,-1036595.10989,-48447.5827641,6084.20711602,30963.2493902,-49536.7288605,-2.37878149387e-09,1.73669498715e-09,4.50054180478e-10,-1484.22166311,121379.680395,-119895.458732,19411.1563097,80684.8200792,-100190.613746,1432.32208665,-1317.83957919,-6.6640920759,1349.39769049,-1214.67485788,-53.0984092264,-1484.22166311,121379.680395,-119895.458732,-1063800.13698,2097910.07331,-1036595.10989,342.986958443,44.0060910041,-1089.14609635,-48590.4057551,-14074.215553,-1.21372241307e-10,6552.1610012,221.886689961,141.517738911,1401.60056833,-10444.3745463,39830.5940219,-29386.2194757,-0.603537691391,51.6805974195,-3.07206454104,0.00896838933494,-0.278335661783,-0.287115301002
0.1284,2072715.20576,1362.32103939,-1315522.70299,36835.6198784,-759739.158992,-50478.1047863,1682.02257206,36899.3470545,-51565.4882574,-1.97232945274e-09,2.00259635547e-09,-2.1835957885e-10,108903.945904,-131765.377186,22861.4312819,67553.1028636,-104582.126287,36932.0420223,583.832579229,-759.847141069,281.72675275,565.545075911,-699.048993748,213.263544754,108903.945904,-131765.377186,22861.4312819,2072715.20576,-1315522.70299,-759739.158992,319.701532664,63.7271760348,-1087.38347116,-52305.9335254,21105.3838702,9.52898426006e-11,6757.15273642,405.824655655,-419.264809402,-1715.86609223,-38649.4667701,41012.0106213,-2362.54385125,1.15974617007,51.6453994675,-3.07113698348,0.00632450237968,-0.331454861685,-0.283755294462
0.1286,-1445628.72145,-2652.62449617,-821369.653307,37918.8283219,2264392.19382,-48028.4802905,-2352.70003285,37999.0265937,-49114.3183441,-1.71482607238e-09,1.12182769937e-09,4.08933532737e-10,-143706.669287,23286.5568905,120420.112397,-115296.853984,40553.7301422,74643.8729759,1165.63713263,-405.477101716,-656.600332614,1102.84700298,-371.558641339,-653.433645567,-143706.669287,23286.5568905,120420.112397,-1445628.72145,-821369.653307,2264392.19382,299.924463316,80.1982718123,-1085.8380536,-78460.8086204,-4981.37907272,-2.23722758637e-11,8203.09703535,1698.77874562,-4.15509507056,596.912921436,-37492.6933265,63870.395393,-26377.7020665,-0.0880042948276,51.6101801543,-3.07579276876,0.00364710969407,-0.384604335573,-0.28003886096
0.1288,-699050.240992,-11206.8539076,2071269.16698,43074.1823279,-1374882.6505,-45100.5650313,-10929.6959343,43168.5620201,-46179.5365262,-2.53855570378e-09,1.5695132458e-09,7.89090602792e-10,25994.433759,105875.448632,-131869.882391,39297.6384614,65930.3587516,-105329.442079,1437.43328696,-1223.8801749,-112.190558163,1353.73738131,-1127.30777088,-150.518493462,25994.433759,105875.448632,-131869.882391,-699050.240992,2071269.16698,-1374882.6505,277.157973267,94.3796922181,-1078.97149493,-42034.5290882,-11215.1306792,-9.42798215035e-11,6195.88797758,-109.652893099,96.6461790758,1147.47417292,-17067.0756655,35512.7259614,-18445.6502959,-0.473867680074,51.5750413111,-3.05709232261,0.000936187442461,-0.437524867935,-0.275982593807
0.129,2060667.9559,-15277.0260961,-1664061.43278,47796.0753356,-399325.788261,-46211.8813108,-15024.0340537,47907.5852389,-47285.492698,-1.98007783725e-09,1.68051828418e-09,1.23802764121e-10,94829.0439118,-145097.241766,50268.1978543,53390.6535349,-110826.045513,57331.8294088,587.155865808,-520.70238111,32.6689057748,568.213935089,-477.580051582,-16.7036137248,94829.0439118,-145097.241766,50268.1978543,2060667.9559,-1664061.43278,-399325.788261,252.992042445,111.509903341,-1073.61138717,-59763.7969513,20274.1517262,9.54185828379e-11,7173.95669823,768.976018559,-405.453600494,-1642.77478805,-47318.502979,41325.4843646,5993.01861439,1.13274280581,51.5400302828,-3.0534848722,-0.00180155562649,-0.490083547179,-0.271603555044
0.1292,-1738810.99142,-19826.464229,-467939.29354,47999.482846,2203977.50262,-42313.8775514,-19593.888017,48124.0319556,-43381.7442051,-1.82888416142e-09,7.95420095055e-10,8.61981327237e-10,-152336.551175,47925.8453072,104410.705868,-118464.155601,58336.6408643,60021.9115423,1280.91913616,-307.027040127,-877.051239963,1208.90403029,-280.052935621,-856.937466923,-152336.551175,47925.8453072,104410.705868,-1738810.99142,-467939.29354,2203977.50262,232.576211994,124.54910965,-1067.86665371,-73925.075978,-14791.4388955,-1.0092131777e-10,7958.60001065,1467.01697863,153.458249767,1464.78071649,-40311.663521,60443.2876196,-20131.6240987,-0.58666071215,51.5050769668,-3.04701961419,-0.00454792272791,-0.542419827497,-0.266919229846
0.1294,-295662.123937,-28408.5505136,1974362.43963,52741.8941617,-1681524.57274,-38910.4653298,-28199.6388608,52877.669922,-39967.4814542,-2.59544868297e-09,1.33775617691e-09,1.09055967529e-09,53769.7410967,86211.1687309,-139980.909828,58724.7437017,48350.0330617,-107182.342777,1381.55386276,-1082.79931179,-204.234938008,1301.67194025,-996.424948413,-235.38433563,53769.7410967,86211.1687309,-139980.909828,-295662.123937,1974362.43963,-1681524.57274,208.911652752,135.775760308,-1057.0161244,-37326.0174159,-5917.47892565,-1.15719240467e-10,5940.84394727,-348.872397455,13.7578298505,676.100110779,-22750.9878605,29428.7063871,-6677.71852669,-0.219404224247,51.4703096814,-3.02101640236,-0.007305209001,-0.59421300947,-0.261947491229
0.1296,1978398.01661,-31958.1535084,-1969452.69672,56057.8673824,-11818.9913963,-39101.1471244,-31773.2689704,56207.4575414,-40149.4926429,-1.89787761543e-09,1.2857472284e-09,4.49420172795e-10,77022.0881064,-153997.636358,76975.5482512,36901.9675151,-113559.730041,76548.3121753,558.343195235,-253.347709835,-212.835148921,541.135993477,-230.07229758,-243.284864231,77022.0881064,-153997.636358,76975.5482512,1978398.01661,-1969452.69672,-11818.9913963,184.884537952,149.59015905,-1048.34551842,-66717.8928779,16412.5874333,1.15011972095e-10,7562.44510668,1107.72528328,-342.458255404,-1302.32337462,-54088.9813162,39932.9235845,14156.0577317,0.953205593106,51.4357290757,-3.01443786405,-0.0100616542924,-0.645438551035,-0.256706545919
0.1298,-1986749.22232,-36852.5680078,-80509.6982421,55346.2738837,2064337.91117,-33907.3209676,-36687.8421363,55504.8770092,-34946.0169017,-1.86341020679e-09,4.291432061e-10,1.27604893749e-09,-156136.749946,72181.2654337,83955.4845121,-117684.499048,75000.303582,42572.9398847,1345.99737182,-195.456096691,-1060.77656115,1268.53054368,-176.452534557,-1026.41436836,-156136.749946,72181.2654337,83955.4845121,-1986749.22232,-80509.6982421,2064337.91117,164.725871464,158.603125527,-1038.69593408,-66002.0106406,-22245.8513638,-9.20757714349e-11,7526.31605257,1068.34242124,274.452769292,2122.64568296,-41220.6353848,54539.8928387,-13319.2574539,-0.974745779793,51.4012895818,-2.99638775087,-0.0128016912372,-0.696179204267,-0.251214892154
0.13,134330.83793,-45118.3540179,1807224.22676,59512.9805647,-1944521.3204,-30208.1237686,-44977.2056062,59679.3729963,-31232.4809778,-2.54548443963e-09,1.05445178502e-09,1.33737308212e-09,80896.8747239,62867.3828652,-143764.257589,77001.783157,28417.560222,-105532.324512,1265.22041169,-901.401658857,-276.484309144,1193.71536993,-828.334442887,-301.862347681,80896.8747239,62867.3828652,-143764.257589,134330.83793,1807224.22676,-1944521.3204,141.148411717,166.392431542,-1024.35720922,-35302.1680099,845.00777126,-5.9191417724e-11,5832.88100334,-453.896216886,-91.8045539279,74.0062511267,-27218.3726928,21846.2181621,5372.15453064,0.112941041484,51.3671291081,-2.96573965558,-0.0155283996162,-0.746092351093,-0.245491281469
0.1302,1824958.72085,-47952.4065523,-2218672.76395,61272.0370694,390704.646241,-29520.548786,-47834.1153385,61448.3691193,-30533.3904984,-1.72743492833e-09,8.36628008055e-10,7.41768964256e-10,55896.8540014,-157914.67868,102017.824679,18533.8001517,-112493.789111,93845.3624728,498.606176438,30.0377580903,-443.772700919,485.449589933,32.202655857,-456.307094295,55896.8540014,-157914.67868,102017.824679,1824958.72085,-2218672.76395,390704.646241,118.291213816,176.332049901,-1012.84171237,-71944.624736,9840.67648694,9.44552096488e-11,7854.74967367,1361.81766501,-235.512368001,-722.691792918,-58629.3370374,36955.6501296,21673.6869078,0.634829132583,51.3332028647,-2.9555068506,-0.0182255062075,-0.795259276231,-0.239554663528
