time_s,BUS2 A_v_pu,BUS1 A_v_pu,BUS2 B_v_pu,BUS1 B_v_pu,BUS2 C_v_pu,BUS1 C_v_pu,BUSC A_v_pu,BUSC B_v_pu,BUSC C_v_pu,BUS0 A_v_pu,BUS0 B_v_pu,BUS0 C_v_pu,GEN1 A_v_pu,GEN1 B_v_pu,GEN1 C_v_pu,WNDG1_saturated_transformer_internal_top_v_pu,WNDG2_saturated_transformer_internal_top_v_pu,WNDG3_saturated_transformer_internal_top_v_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase1_history_i_pu_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase2_history_i_pu_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase3_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase1_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase2_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase3_history_i_pu_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,branch_voltage_branch_fixed_1_pu,branch_voltage_branch_fixed_2_pu,branch_voltage_branch_fixed_3_pu,synchronous_machine_1_d_axis_current_pu,synchronous_machine_1_q_axis_current_pu,synchronous_machine_1_zero_sequence_current_pu,synchronous_machine_1_field_current_pu,synchronous_machine_1_d_axis_damper_current_pu,synchronous_machine_1_generator_field_current_pu,synchronous_machine_1_q_axis_damper_current_pu,synchronous_machine_1_phase_a_current_pu,synchronous_machine_1_phase_b_current_pu,synchronous_machine_1_phase_c_current_pu,synchronous_machine_1_electromagnetic_torque_pu,synchronous_machine_1_mechanical_angle_2_pu,synchronous_machine_1_mechanical_speed_2_pu,synchronous_machine_1_shaft_torque_1_pu,synchronous_machine_1_shaft_torque_2_pu,synchronous_machine_1_shaft_torque_3_pu
0.0566,32818.0354093,31001.5410681,181089.12166,24146.2460076,-201567.879862,21330.0516014,31495.0501458,24201.1532252,20362.442289,1.85301885285e-09,7.03195619264e-10,-2.32569981812e-09,8485.22710546,5939.9676436,-14425.1947491,8462.57156503,2657.76842078,-10650.2229681,-973.393648343,-402.792343221,1263.64943834,-872.984695083,-362.438616215,1127.58573687,8485.22710546,5939.9676436,-14425.1947491,32818.0354093,181089.12166,-201567.879862,493.509077705,54.9072176119,-967.609312319,-68629.0782599,-8733.81551388,2.43846069933e-11,7447.11737287,1522.18737185,19.7958972732,956.01858002,55173.0345413,-17095.2278959,-38077.8066454,-0.338595770193,57.076413264,-0.999394076333,-0.0510790646118,-1.31067445613,-0.72344080265
0.0568,-86692.5637788,35705.6177915,-8106.10510902,26282.8771569,107153.839744,15013.2360563,36218.1430464,26345.3883149,14021.3872352,1.80392087679e-09,7.57287239521e-10,-2.34948244502e-09,-8200.71833021,3271.42767203,4929.29065818,-5768.74579564,3791.22184758,2448.25251219,-922.816388899,-391.775448063,1212.02688258,-826.248243301,-352.367476736,1079.53674948,-8200.71833021,3271.42767203,4929.29065818,-86692.5637788,-8106.10510902,107153.839744,512.52525491,62.5111580301,-991.848821126,-66930.7885402,-7670.22414669,1.02281755626e-10,7358.64415148,1432.11475225,4.3992096257,859.761390515,52487.1734449,-11992.1354153,-40495.0380296,-0.286197617697,57.0652030995,-0.957148729822,-0.0496182499629,-1.3021189244,-0.730425205303
0.057,-265452.134141,39700.3488293,294531.876822,28768.0989836,-16716.2988348,9007.05310525,40230.7392827,28839.0100166,7991.12649364,1.63515026294e-09,8.53657416341e-10,-2.29587481006e-09,-10430.6366776,21860.3341076,-11429.69743,-4401.03823339,16438.5174205,-11566.4294615,-798.547406531,-502.535942388,1208.49003181,-711.449910391,-454.771766564,1075.89935045,-10430.6366776,21860.3341076,-11429.69743,-265452.134141,294531.876822,-16716.2988348,530.390453427,70.9110329867,-1015.92661161,-68653.4225218,-10328.176147,-1.04859208436e-10,7458.84658165,1511.66976953,48.4165220772,1093.17560004,53368.5594809,-10136.4863092,-43232.0731717,-0.424078879664,57.0544824376,-0.913959757042,-0.0480159161689,-1.2921963013,-0.736584654869
0.0572,39044.5148393,43474.0255128,141004.434999,31778.9991118,-167684.808001,2646.16897843,44020.7483721,31859.6228009,1606.19130513,1.51375908687e-09,1.00561886835e-09,-2.34523025144e-09,7037.03975752,4148.83260428,-11185.8723618,7080.28099242,1854.29041238,-8463.48916639,-797.054753976,-549.128089068,1263.55513794,-710.061823077,-497.891746607,1126.38061253,7037.03975752,4148.83260428,-11185.8723618,39044.5148393,141004.434999,-167684.808001,546.722859268,80.6236890524,-1039.9776733,-64965.733049,-13399.4126004,3.14607637895e-11,7260.37230223,1323.25477587,99.389600424,1362.71999079,50593.8199859,-8556.40824599,-42037.4117399,-0.593346582642,57.0442790012,-0.86687583792,-0.0462814484315,-1.28084882569,-0.741907850431
0.0574,-131699.872205,47167.1103234,-6591.09458362,34609.9796863,150648.281577,-3504.20560584,47729.1487791,34701.282863,-4568.37748539,1.44266817217e-09,1.03651478397e-09,-2.32380140601e-09,-11976.7984854,5043.95767161,6932.84081384,-8485.46524235,5736.90159124,3219.39165383,-724.899640217,-534.46265208,1186.68815424,-643.404149563,-484.423657473,1054.99166943,-11976.7984854,5043.95767161,6932.84081384,-131699.872205,-6591.09458362,150648.281577,562.038455645,91.3031767625,-1064.17187956,-63934.531066,-11841.8288738,1.06259512564e-10,7207.90371289,1267.11748513,76.6783918266,1221.93237583,47561.2155272,-3350.85813157,-44210.3573957,-0.513997630672,57.0346204567,-0.818858195086,-0.0444246751218,-1.268019107,-0.746384449586
0.0576,-262890.105349,50089.8437297,299693.43051,37811.240564,-24460.3082549,-9304.40571685,50665.812007,37913.8651123,-10392.2207574,1.25141678192e-09,1.1269743951e-09,-2.24174548083e-09,-10367.5976961,21910.730858,-11543.1331619,-4246.57300147,16603.5949253,-11886.7328433,-598.904633048,-642.776138892,1178.94218362,-527.02400216,-584.539975325,1047.44687728,-10367.5976961,21910.730858,-11543.1331619,-262890.105349,299693.43051,-24460.3082549,575.968277311,102.624548354,-1087.81504056,-64600.6582693,-15177.0864925,-1.1897254216e-10,7248.9982941,1295.19753686,132.059678055,1514.60339509,47855.9738028,-1924.60465789,-45931.3691449,-0.689559888529,57.0255177774,-0.769859051615,-0.0424542210442,-1.25368872189,-0.750005074045
0.0578,45840.3295068,52834.1457068,93939.2382188,41428.1486943,-127458.261144,-15391.5833736,53422.3857586,41543.2416215,-16502.7229885,1.12876655269e-09,1.25352123856e-09,-2.26433645488e-09,5430.69785231,1998.99462148,-7429.69247378,5461.27244136,863.905905323,-5855.71065349,-597.819911931,-665.511898569,1210.50483292,-526.026379259,-605.59692692,1076.20227451,5430.69785231,1998.99462148,-7429.69247378,45840.3295068,93939.2382188,-127458.261144,588.240051778,115.092927237,-1111.13961492,-60010.6056759,-16718.3951422,2.06204288031e-11,6999.7150762,1063.17205086,159.159119558,1647.87589981,44081.0464603,-62.4711763477,-44018.575284,-0.779610623909,57.016995063,-0.717635208978,-0.0403805528177,-1.23780906999,-0.75276131629
0.058,-172476.870224,55416.5431047,-5209.67189354,44788.8048535,189978.78844,-21110.2019268,56015.939789,44917.0548446,-22244.4316056,1.04028791628e-09,1.25723148471e-09,-2.1982098356e-09,-15359.403296,6582.60595416,8776.7973418,-10961.1728678,7480.7710478,3948.7680393,-507.226155541,-646.563841818,1110.84482377,-442.353115756,-588.146539857,983.746585387,-15359.403296,6582.60595416,8776.7973418,-172476.870224,-5209.67189354,189978.78844,599.396684344,128.249991105,-1134.22967884,-59765.9179672,-15013.1483232,8.86070949662e-11,6989.59102746,1047.1615655,134.493709085,1493.46250225,40855.5884806,5004.37935827,-45859.9678389,-0.691334237185,57.0090686815,-0.66577934697,-0.0382136705576,-1.22034975873,-0.754645744604
0.0582,-249418.590304,57199.5797876,294608.847465,48525.4036971,-32934.3544647,-26454.8065462,57808.5827972,48667.250552,-27611.2071078,8.35240103773e-10,1.33667594354e-09,-2.09118467514e-09,-9782.7704673,21081.5065307,-11298.7360634,-3855.29424609,16117.3570882,-11795.0756504,-385.357749578,-747.774910908,1100.03367353,-329.802659911,-681.675665049,973.360022146,-9782.7704673,21081.5065307,-11298.7360634,-249418.590304,294608.847465,-32934.3544647,609.003009628,141.846854891,-1156.40056166,-59124.1821288,-18595.1795317,-1.03794699614e-10,6957.45219423,1011.58964999,194.212462912,1807.45591627,40594.2651188,5871.62814318,-46465.893262,-0.882058214375,57.0017419541,-0.612975828626,-0.0359626579025,-1.20131093661,-0.755651908551
0.0584,53110.7638143,58862.8033326,41614.4254774,52545.2115452,-82512.8430397,-32011.9890152,59479.7133431,52701.572972,-33189.9694372,7.18533193759e-10,1.43088394326e-09,-2.08718950315e-09,3735.8761994,-431.274156147,-3304.60204326,3675.90371223,-282.640574109,-2927.92984268,-386.285149189,-744.1342042,1107.12518539,-330.682385996,-678.343460793,979.504084462,3735.8761994,-431.274156147,-3304.60204326,53110.7638143,41614.4254774,-82512.8430397,616.910010494,156.361426781,-1177.98042194,-54257.4469503,-18371.8048478,5.99740251915e-11,6691.65394503,767.212765234,193.489221697,1783.92951954,35971.1909954,7903.62900285,-43874.8199983,-0.879385478155,56.9950321113,-0.558112658386,-0.033638372974,-1.18066078234,-0.755774345434
0.0586,-207298.958892,60292.5867432,-3593.05084165,56234.7845395,223053.661195,-37054.4279284,60916.2561207,56406.0206931,-38253.3904819,6.1791834421e-10,1.40479066305e-09,-1.97889989723e-09,-18191.8522274,7844.30197143,10347.550256,-13073.3525135,8958.54783141,4578.21204687,-281.084455036,-720.70932805,988.257379456,-233.537651259,-656.733479211,869.302705559,-18191.8522274,7844.30197143,10347.550256,-207298.958892,-3593.05084165,223053.661195,623.669377544,171.236153602,-1198.96255351,-54759.5771881,-16878.9970189,6.56692653138e-11,6721.52891628,789.531454836,172.41059823,1648.06795996,32724.7403743,12595.7796617,-45320.520036,-0.801171158013,56.9889417654,-0.504853225622,-0.0312503890152,-1.15840166888,-0.755008585322
0.0588,-224986.833004,60927.7519308,279533.781709,60290.913668,-42443.0520642,-41717.4575384,61556.542948,60477.2258166,-42936.1545611,4.08411365535e-10,1.46893287553e-09,-1.85185780429e-09,-8654.49088781,19391.1174746,-10736.6265868,-3205.21451143,14978.7184599,-11312.2915678,-169.180518288,-810.567883435,975.917087385,-130.213483614,-739.752308565,857.502584858,-8654.49088781,19391.1174746,-10736.6265868,-224986.833004,279533.781709,-42443.0520642,628.791017231,186.312148644,-1218.6970227,-52737.2062423,-20187.3818503,-1.20178325026e-10,6611.97553335,686.882292144,227.963966016,1937.54237854,31960.6058965,12799.2280964,-44759.8339929,-0.979501130498,56.9834662677,-0.450801398973,-0.0288078609117,-1.13455309907,-0.753351157353
0.059,60630.6238207,61515.5295155,-13946.6584482,64480.8109548,-34644.8014938,-46515.214104,62147.7881369,64682.8361618,-47752.8163584,3.04690112421e-10,1.52536245183e-09,-1.82278244307e-09,2019.96424221,-3043.58847278,1023.62423057,1798.47402529,-1541.93771982,202.215162369,-173.574536742,-779.161786702,958.551872236,-134.317833208,-710.751331966,841.058200854,2019.96424221,-3043.58847278,1023.62423057,60630.6238207,-13946.6584482,-34644.8014938,632.258621404,202.025206954,-1237.60225444,-48266.7348226,-18217.6912711,6.95547564262e-11,6366.68043816,463.628768687,199.470525807,1759.16635337,26679.9943369,14889.675332,-41569.6696689,-0.883971576746,56.978613124,-0.396231965424,-0.0263213874107,-1.10910667407,-0.75079959666
0.0592,-234708.366043,61810.1270059,-1270.72007387,68273.2607635,247946.625081,-50670.3557429,62444.7399123,68490.9964779,-51925.9339247,1.97536427714e-10,1.46842795606e-09,-1.67679384804e-09,-20338.1831094,8803.42674766,11534.7563618,-14711.2894859,10120.1838908,5047.13348698,-58.1081009664,-751.570230327,825.077038299,-27.7149156476,-685.271919594,717.3703491,-20338.1831094,8803.42674766,11534.7563618,-234708.366043,-1270.72007387,247946.625081,634.612906444,217.735714387,-1255.57818187,-49325.7016318,-17242.3477494,4.31115517918e-11,6426.02449391,514.913274543,186.622078769,1669.18025703,23593.3010778,18987.7417221,-42581.0427999,-0.832120283133,56.9743702669,-0.34428630807,-0.0237996783799,-1.08209966931,-0.747352450137
0.0594,-190074.416079,61348.8056704,255122.81371,72409.4976159,-53159.286325,-54461.017508,61984.1276804,72642.8840541,-55733.051943,-6.8949811238e-12,1.51403394977e-09,-1.5359410557e-09,-6990.77487327,16896.908665,-9906.13379176,-2289.95138483,13216.6338711,-10473.6374296,38.2968382362,-826.411317584,813.027236065,61.2680869468,-754.39940826,705.846825307,-6990.77487327,16896.908665,-9906.13379176,-190074.416079,255122.81371,-53159.286325,635.322010001,233.386438217,-1272.03443505,-46058.8472787,-19742.0489799,-1.18409419269e-10,6246.5110225,351.998214441,229.24998269,1887.03185503,22398.3784299,18454.0979227,-40852.4763526,-0.96945835094,56.9707253653,-0.291869025639,-0.0212516411483,-1.05357024113,-0.743009284031
0.0596,68047.9772861,60923.2085556,-70494.5612909,76519.2743891,14250.5578614,-58308.2080009,61557.7155713,76768.6314902,-59595.678442,-9.11454290833e-11,1.52900351677e-09,-1.48449574764e-09,345.091818943,-5723.18556388,5378.09374494,-95.9880132831,-2859.32970893,3405.12422312,29.254054979,-767.085627307,772.183944635,52.8449738752,-699.59201771,667.727396143,345.091818943,-5723.18556388,5378.09374494,68047.9772861,-70494.5612909,14250.5578614,634.507015681,249.357101042,-1287.47044108,-42604.9768658,-16298.7836094,8.6179513294e-11,6055.96245544,180.595887585,177.084653849,1578.30999932,16681.0340033,20499.1176853,-37180.1516886,-0.794539164159,56.9676740975,-0.240677668271,-0.0186870589621,-1.02353822785,-0.73777069152
0.0598,-253595.420189,60157.8088186,2287.11118622,80175.612968,263020.532034,-61409.0087696,60790.4858062,80440.5596296,-62710.7015106,-1.99216862069e-10,1.44189921349e-09,-1.30700859765e-09,-21691.3084314,9452.61432507,12238.6941063,-15782.8446431,10932.3259984,5296.83454007,150.346451901,-736.172105361,629.537962291,164.618628792,-671.028505896,535.583353939,-21691.3084314,9452.61432507,12238.6941063,-253595.420189,2287.11118622,263020.532034,632.676987582,264.946661611,-1301.69274098,-43917.3627228,-16031.3856706,3.17965533269e-11,6128.0972323,245.740279062,175.284826118,1551.37158977,13933.7203703,23810.7065641,-37744.4269344,-0.779463120278,56.9651904304,-0.192804018028,-0.0161135295045,-0.99207406081,-0.731638299517
0.06,-145679.28184,58707.7718014,222371.880974,84141.7630816,-65078.6405074,-64181.3956447,59337.0447514,84421.9714166,-65495.5896359,-3.89311769317e-10,1.46695139506e-09,-1.15949769034e-09,-4830.77633068,13691.6739897,-8860.89765905,-1120.71948748,10888.633477,-9325.33694973,226.298402415,-793.055070122,619.744072391,234.683518833,-723.553956733,526.160807625,-4830.77633068,13691.6739897,-8860.89765905,-145679.28184,222371.880974,-65078.6405074,629.272950057,280.208335012,-1314.19399123,-39749.7414691,-17257.4112489,-1.04066451347e-10,5897.64588561,39.5321229261,197.341382747,1656.70741157,12393.9605731,22503.5841839,-34897.5447569,-0.850698092747,56.9632551235,-0.144970757039,-0.0135394651724,-0.959232638492,-0.724614777414
0.0602,74891.7148528,57383.3414211,-125640.005478,87917.1852309,62257.5743622,-66934.6084958,58007.8944291,88212.6382688,-68260.1500267,-4.48539147685e-10,1.43872072523e-09,-1.08940507176e-09,-1234.70728797,-8343.34678953,9578.0540775,-1935.06495141,-4170.78602295,6544.44483378,211.808960973,-706.941401992,557.305025201,221.204133932,-643.991406243,468.11387181,-1234.70728797,-8343.34678953,9578.0540775,74891.7148528,-125640.005478,62257.5743622,624.553007974,295.453037902,-1325.54153087,-37786.2635475,-12829.9600719,1.04766529183e-10,5788.12771107,-56.6919217335,129.072038734,1261.32124147,6480.57070051,24413.0407916,-30893.6114921,-0.621568535833,56.961850988,-0.100097120979,-0.010973417639,-0.925064299159,-0.716703845047
0.0604,-263250.891663,55686.1751847,7604.45897678,91198.6282752,267044.737357,-68866.5642836,56305.1489418,91508.570002,-70202.0154154,-5.52207115108e-10,1.32386302393e-09,-8.88068988266e-10,-22179.5779518,9801.42139009,12378.1565617,-16220.3950298,11379.1179559,5275.64747623,333.812188129,-674.071605798,411.522277744,333.79323037,-613.611434297,333.096017156,-22179.5779518,9801.42139009,12378.1565617,-263250.891663,7604.45897678,267044.737357,618.973757047,309.941726776,-1335.45113183,-38994.0284084,-13307.4093697,3.52425791382e-12,5853.46387047,4.38701176828,138.712073697,1300.96529579,4240.94283435,26781.4575968,-31022.4004312,-0.645649325257,56.9609402716,-0.0588528679398,-0.0084218104953,-0.889667244302,-0.707910280286
0.0606,-93270.991675,53405.3627647,182549.747773,94747.1726678,-77997.6252363,-70526.919334,54017.3276064,95071.0161037,-71870.4389304,-7.19433345397e-10,1.32763743678e-09,-7.41621625863e-10,-2243.75092572,9898.32632936,-7654.57540364,273.304158099,8077.69310754,-7921.08643005,385.1857423,-710.874061189,405.941654886,381.130177648,-647.580972995,327.59053402,-2243.75092572,9898.32632936,-7654.57540364,-93270.991675,182549.747773,-77997.6252363,611.964841712,323.84343585,-1343.51959638,-34441.424062,-12945.4974113,-1.17053031967e-10,5600.70227851,-219.73525042,134.974142855,1266.2233299,2450.74613405,24705.1915211,-27155.9376552,-0.633490771257,56.9604979395,-0.0183486509989,-0.00589238123628,-0.853110325679,-0.698239928245
0.0608,80587.8050321,51342.2834425,-176953.80052,97943.6677242,107523.870276,-72097.364525,51946.1993715,98281.056746,-73447.7300026,-7.49348600812e-10,1.25649162127e-09,-6.57370768348e-10,-2675.95419051,-10770.7892262,13446.7434167,-3652.25593287,-5405.47938159,9482.95475666,364.930148079,-600.383219722,324.592280482,362.300646057,-545.496943231,252.1044835,-2675.95419051,-10770.7892262,13446.7434167,80587.8050321,-176953.80052,107523.870276,603.915929076,337.389021744,-1350.36547757,-34222.4465084,-8168.01752377,1.07774471288e-10,5586.48870834,-228.463465413,60.5156257898,840.631130614,-3409.70055027,26407.6159961,-22997.9154458,-0.383286502991,56.9604941703,0.0176908033542,-0.00339220362794,-0.815473609219,-0.687699708912
0.061,-263382.02127,48887.0578054,15120.5093865,100624.814396,259290.163755,-72804.1602429,49482.2688121,100974.641288,-74159.7793503,-8.43892608042e-10,1.11797486572e-09,-4.40917044687e-10,-21770.8450512,9872.96338568,11897.8816655,-15985.1594349,11461.2212371,4944.23881547,483.271256649,-567.381324827,182.025839221,471.482980169,-514.992377251,120.088448509,-21770.8450512,9872.96338568,11897.8816655,-263382.02127,15120.5093865,259290.163755,595.211006703,349.826891973,-1355.61910734,-34983.5816325,-9262.70627711,-9.06001282737e-12,5626.4073156,-188.67455274,79.4029147786,935.762797442,-4994.25202535,27718.4947451,-22724.2427197,-0.440216114059,56.9608829701,0.0501675649987,-0.000926626466276,-0.776874749059,-0.676297624761
0.0612,-34717.9582273,45974.6933706,137129.283222,103524.173012,-91517.7445883,-73315.2902467,46559.9781105,103885.61635,-74674.2895351,-9.80854845279e-10,1.10102844669e-09,-3.03403503566e-10,674.209905043,5663.48384532,-6337.69375037,1846.1795058,4887.98253099,-6319.00317012,506.974899894,-582.848821098,182.452334046,493.238885926,-529.254457214,120.163887175,674.209905043,5663.48384532,-6337.69375037,-34717.9582273,137129.283222,-91517.7445883,585.284739908,361.443337704,-1358.9992884,-30667.3488133,-7212.28954381,-1.06280214831e-10,5385.88507387,-400.205646383,48.0945399589,752.263850357,-6937.91678289,24920.0815528,-17982.1647699,-0.338587547094,56.9616348296,0.0810566733461,0.00149740848038,-0.737393213772,-0.664042769236
0.0614,84487.2483941,43369.5113807,-222078.154847,105920.035264,148343.6879,-73672.7609524,43944.1593831,106292.414905,-75033.9168865,-9.78696721664e-10,9.8926011439e-10,-2.09967923478e-10,-3947.49812756,-12872.0023235,16819.5004511,-5189.96609697,-6489.14077499,12088.9056714,481.180927893,-451.603104709,85.5448012205,469.27252419,-408.002136328,30.3416622929,-3947.49812756,-12872.0023235,16819.5004511,84487.2483941,-222078.154847,148343.6879,574.64800241,372.379640967,-1361.15593406,-32186.9895951,-2768.17703214,1.19841257049e-10,5466.99062301,-322.099191326,-21.7952377582,357.209729549,-12500.1095196,26365.7948192,-13865.6852996,-0.103348157699,56.9627088765,0.106399866131,0.00387437205713,-0.697134834036,-0.650945332959
0.0616,-254090.726428,40365.4763676,25111.2897139,107801.283496,239585.815445,-73158.7908112,40929.0698941,108183.1818,-74520.4327609,-1.06025060208e-09,8.326852028e-10,1.2215097995e-11,-20473.3679096,9699.08435955,10774.2835501,-15069.2332725,11193.2808164,4280.17758443,591.623117934,-420.64230864,-47.4368113789,571.138061751,-379.38756476,-92.7840819683,-20473.3679096,9699.08435955,10774.2835501,-254090.726428,25111.2897139,239585.815445,563.593526588,381.898303927,-1361.64194966,-32245.4236946,-4208.04536353,-2.24254192653e-11,5467.67582851,-316.632814774,1.89620144598,483.863596114,-13311.4599955,26551.4901518,-13240.0301563,-0.179116986863,56.9640551298,0.12856565961,0.00619977566234,-0.656226535931,-0.637016610141
0.0618,27800.1881323,37051.0580492,87725.3215213,109848.135739,-105071.011071,-72541.4177621,37602.6357388,110238.535703,-73901.7296973,-1.1610264737e-09,7.96759347989e-10,1.33208088588e-10,3805.05238294,1150.72229273,-4955.77467567,3537.60601507,1440.06090943,-4579.22426017,585.753586163,-414.398296946,-39.5170596378,565.559013565,-373.601765072,-85.7495851361,3805.05238294,1150.72229273,-4955.77467567,27800.1881323,87725.3215213,-105071.011071,551.57768956,390.399963474,-1360.31193528,-28803.5998505,-615.666691663,-1.03247515394e-10,5274.93603262,-484.320409769,-54.7616808383,164.749530516,-15315.0327359,23120.3923662,-7805.35963026,0.0050239452563,56.96564102,0.148224399457,0.00846754477971,-0.614754796562,-0.622269004796
0.062,85906.5989249,34125.5113043,-258844.991964,111256.496551,183235.662853,-71715.1305895,34664.7289909,111654.425397,-73072.9554055,-1.1257456768e-09,6.48552979117e-10,2.30669937486e-10,-5031.39307285,-14520.3359966,19551.7290694,-6501.94455881,-7348.12962377,14242.530496,555.232877281,-267.102097748,-148.129657988,537.209983329,-237.533910073,-186.343931488,-5031.39307285,-14520.3359966,19551.7290694,85906.5989249,-258844.991964,183235.662853,539.217686597,397.928846123,-1357.82481605,-31795.7164222,2867.1725442,1.21031858468e-10,5437.06593962,-332.994784876,-110.138556258,-144.034447625,-20348.7566492,24282.5393572,-3933.78270799,0.191915699453,56.9674174645,0.161823659384,0.0106735928888,-0.572844281894,-0.606716034163
0.0622,-235826.964771,30805.7782057,37628.6792564,112174.973056,208333.109151,-70044.7875394,31332.4768269,112578.761537,-71398.4541869,-1.19148594449e-09,4.80760267613e-10,4.48991982332e-10,-18333.9367415,9315.26031782,9018.67642364,-13495.4231517,10600.6648624,3281.0293622,654.034222847,-240.557711262,-265.447927827,628.307294446,-213.010535469,-294.960466771,-18333.9367415,9315.26031782,9018.67642364,-235826.964771,37628.6792564,208333.109151,526.698621248,403.788481161,-1353.66664752,-31037.5281442,1450.08061718,-4.27155637634e-11,5392.57719881,-367.873460637,-87.5539883909,-18.4030520353,-20304.82765,23324.3887766,-3019.56112665,0.1165120573,56.9693349859,0.172846953092,0.0128140198397,-0.530620424817,-0.590372332375
0.0624,91885.4965482,27336.599274,36040.6776678,113204.968451,-117958.880656,-68375.8216344,27850.1144926,113613.454781,-69723.6585945,-1.25187554719e-09,4.28615718868e-10,5.46575558646e-10,7014.5273612,-3466.02020393,-3548.50715727,5276.04869195,-2134.06365925,-2762.09300488,617.976511075,-213.079807703,-248.980067645,594.83073291,-187.625222565,-279.988856855,7014.5273612,-3466.02020393,-3548.50715727,91885.4965482,36040.6776678,-117958.880656,513.515218572,408.48632984,-1347.83696016,-29026.5191862,6194.54143419,-9.83936897924e-11,5278.70047542,-464.556503332,-163.392116073,-438.519327831,-22283.7642968,19389.9707994,2893.79349741,0.363322070532,56.9713593903,0.180478277455,0.0148836505501,-0.48817302302,-0.573253652653
0.0626,84185.4614806,24325.2293508,-285393.794419,113483.874987,211003.14824,-66452.1500951,24825.6014362,113895.839433,-67793.1297766,-1.18422764321e-09,2.49842881538e-10,6.43017637863e-10,-5922.28495485,-15603.6676943,21525.9526491,-7554.62036516,-7914.23055784,15842.1752704,584.121045232,-55.3316231939,-365.128013823,563.390550772,-41.9201036163,-387.500584383,-5922.28495485,-15603.6676943,21525.9526491,84185.4614806,-285393.794419,211003.14824,500.372085421,411.964445093,-1340.97968154,-33005.3665165,8241.02981601,1.20086046447e-10,5495.45464479,-264.523523726,-196.672174005,-618.946008669,-26583.9976623,20263.5622766,6320.43538574,0.476313103807,56.9734372366,0.182174310594,0.0168796019919,-0.445636283767,-0.555376866476
0.0628,-209327.464899,20934.0562026,52468.3516727,113322.288064,166476.639909,-63746.0076055,21421.3895403,113735.881716,-65078.534552,-1.23248269829e-09,7.85667558142e-11,8.48140835499e-10,-15433.6090791,8756.13046502,6677.47861413,-11315.0140066,9716.11100305,1965.47628452,668.151422353,-35.6115864269,-461.280691066,640.834558407,-23.7187899057,-476.523111573,-15433.6090791,8756.13046502,6677.47861413,-209327.464899,52468.3516727,166476.639909,487.33333772,413.59365225,-1332.52694644,-31490.3423914,7241.37066244,-5.79239735758e-11,5409.43657501,-337.161497208,-181.467494335,-529.333094942,-25643.7025131,18192.1350073,7451.56750573,0.422064275668,56.9755237249,0.181986589008,0.0187982952865,-0.403124104296,-0.536759962768
0.063,155014.419144,17561.9710234,-16182.9329701,113218.611463,-129395.918642,-61153.9226324,18035.9193178,113632.587517,-62476.5499313,-1.25016503977e-09,1.37692488989e-11,9.16494506903e-10,10158.2618586,-8008.75143606,-2149.51042255,6982.15317479,-5695.83994095,-926.669079108,602.624225827,11.820615683,-435.738637806,580.130966915,20.0774873175,-453.126580359,10158.2618586,-8008.75143606,-2149.51042255,155014.419144,-16182.9329701,-129395.918642,473.94829447,413.976054848,-1322.6272989,-31292.6189325,12547.7020513,-8.45067942984e-11,5395.91230201,-344.305782808,-267.048956568,-998.185278924,-27527.2561585,13918.6748493,13608.5813092,0.701023065898,56.9775844609,0.177679707389,0.0206354561835,-0.36072594179,-0.517422044356
0.0632,78753.6264818,14699.2393362,-300278.08861,112278.698176,230773.541724,-58271.229739,15160.2259648,112691.647293,-59583.1146672,-1.15270812553e-09,-1.88292396064e-10,1.00726158449e-09,-6625.50139558,-16031.8966786,22657.3980741,-8327.33616161,-8129.66601447,16809.5445438,567.35877053,173.766721258,-555.126433143,547.384281339,169.63681317,-563.586640687,-6625.50139558,-16031.8966786,22657.3980741,78753.6264818,-300278.08861,230773.541724,460.986628624,412.949117437,-1311.88492814,-35628.7519292,12909.8076394,1.22689185009e-10,5632.9334122,-127.168274549,-274.194361702,-1028.38580537,-30922.3959636,14518.0015235,16404.3944401,0.726340094852,56.9795661184,0.168184769957,0.0223890766121,-0.318574816839,-0.497383321409
0.0634,-175556.355267,11479.0097837,69172.2828395,110971.689366,115442.278852,-54699.417929,11927.3915903,111381.664957,-55999.1109651,-1.18298561885e-09,-3.54822552025e-10,1.19052660201e-09,-11882.1590754,8052.55626258,3829.60281285,-8604.20174216,8577.04681786,372.428312162,634.176083279,184.396336532,-625.438118994,608.926350964,179.417095798,-628.696006298,-11882.1590754,8052.55626258,3829.60281285,-175556.355267,69172.2828395,115442.278852,448.381806554,409.975591389,-1299.69303607,-33590.3036015,12670.938363,-7.32125174176e-11,5518.58074374,-226.342362899,-271.76406464,-1005.32292883,-29088.7347581,11411.5220035,17677.2127546,0.711532246177,56.9814319464,0.157463637895,0.0240556922641,-0.276764928407,-0.476665104464
