time_s,node_voltage_v,capacitor_voltage_v,capacitor_current_a
0,5,5,-0.625
0.0002,4.89862927072,4.89862927072,-0.404671762498
0.0004,4.83297818259,4.83297818259,-0.26214133216
0.0004,4.83297818259,4.83297818259,-5.09511951475
0.00055,4.22448336871,4.22448336871,-3.17128967045
0.0007,3.84538422991,3.84538422991,-1.97755273193
0.0007,3.84538422991,3.84538422991,1.86783149798
0.001,4.25845005942,4.25845005942,0.980030451622
